QTPy channel,Samples averaged,ADC code,QTPy identifier
AI1,50,59875.5,48ca43576cdc
AI2,50,59592.6,48ca43576cdc
AI3,50,59603.4,48ca43576cdc
AI4,50,59519.2,48ca43576cdc
AI5,50,59591.8,48ca43576cdc
AI6,50,59567.2,48ca43576cdc
AI7,50,59853.6,48ca43576cdc
AI0,100,59893.6,48ca43576cdc
AI1,100,59900.9,48ca43576cdc
AI2,100,59537.2,48ca43576cdc
AI3,100,59596.6,48ca43576cdc
AI4,100,59565.0,48ca43576cdc
AI5,100,59579.5,48ca43576cdc
AI6,100,59574.9,48ca43576cdc
AI7,100,59861.8,48ca43576cdc
AI0,200,59889.3,48ca43576cdc
AI1,200,59863.4,48ca43576cdc
AI2,200,59581.0,48ca43576cdc
AI3,200,59580.7,48ca43576cdc
AI4,200,59560.3,48ca43576cdc
AI5,200,59537.8,48ca43576cdc
AI6,200,59541.0,48ca43576cdc
AI7,200,59880.8,48ca43576cdc
AI0,500,59879.2,48ca43576cdc
AI1,500,59878.3,48ca43576cdc
AI2,500,59566.1,48ca43576cdc
AI3,500,59591.7,48ca43576cdc
AI4,500,59563.8,48ca43576cdc
AI5,500,59566.6,48ca43576cdc
AI6,500,59562.5,48ca43576cdc
AI7,500,59887.5,48ca43576cdc
AI0,1000,59893.4,48ca43576cdc
AI1,1000,59889.2,48ca43576cdc
AI2,1000,59558.9,48ca43576cdc
AI3,1000,59564.4,48ca43576cdc
AI4,1000,59558.4,48ca43576cdc
AI5,1000,59556.8,48ca43576cdc
AI6,1000,59573.9,48ca43576cdc
AI7,1000,59884.2,48ca43576cdc
AI0,2000,59893.5,48ca43576cdc
AI1,2000,59891.8,48ca43576cdc
AI2,2000,59562.8,48ca43576cdc
AI3,2000,59575.9,48ca43576cdc
AI4,2000,59555.5,48ca43576cdc
AI5,2000,59564.7,48ca43576cdc
AI6,2000,59564.2,48ca43576cdc
AI7,2000,59879.4,48ca43576cdc
AI0,1,59934.0,48ca43576cdc
AI1,1,59656.0,48ca43576cdc
AI2,1,59477.0,48ca43576cdc
AI3,1,59577.0,48ca43576cdc
AI4,1,59577.0,48ca43576cdc
AI5,1,59279.0,48ca43576cdc
AI6,1,59696.0,48ca43576cdc
AI7,1,59974.0,48ca43576cdc
AI0,10,59866.8,48ca43576cdc
AI1,10,59934.1,48ca43576cdc
AI2,10,59650.2,48ca43576cdc
AI3,10,59501.2,48ca43576cdc
AI4,10,59560.7,48ca43576cdc
AI5,10,59596.6,48ca43576cdc
AI6,10,59773.5,48ca43576cdc
AI7,10,59872.6,48ca43576cdc
AI0,20,59878.6,48ca43576cdc
AI1,20,59953.1,48ca43576cdc
AI2,20,59585.7,48ca43576cdc
AI3,20,59517.3,48ca43576cdc
AI4,20,59540.9,48ca43576cdc
AI5,20,59642.2,48ca43576cdc
AI6,20,59583.6,48ca43576cdc
AI7,20,59926.3,48ca43576cdc
AI0,50,59918.4,48ca43576cdc
AI1,50,59857.2,48ca43576cdc
AI2,50,59642.2,48ca43576cdc
AI3,50,59534.3,48ca43576cdc
AI4,50,59535.8,48ca43576cdc
AI5,50,59552.1,48ca43576cdc
AI6,50,59599.3,48ca43576cdc
AI7,50,59920.8,48ca43576cdc
AI0,100,59881.0,48ca43576cdc
AI1,100,59862.0,48ca43576cdc
AI2,100,59550.7,48ca43576cdc
AI3,100,59603.9,48ca43576cdc
AI4,100,59545.1,48ca43576cdc
AI5,100,59542.3,48ca43576cdc
AI6,100,59564.7,48ca43576cdc
AI7,100,59876.5,48ca43576cdc
AI0,200,59869.1,48ca43576cdc
AI1,200,59875.9,48ca43576cdc
AI2,200,59550.7,48ca43576cdc
AI3,200,59561.3,48ca43576cdc
AI4,200,59579.4,48ca43576cdc
AI5,200,59537.8,48ca43576cdc
AI6,200,59579.5,48ca43576cdc
AI7,200,59879.3,48ca43576cdc
AI0,500,59890.2,48ca43576cdc
AI1,500,59887.0,48ca43576cdc
AI2,500,59550.7,48ca43576cdc
AI3,500,59564.6,48ca43576cdc
AI4,500,59568.4,48ca43576cdc
AI5,500,59549.3,48ca43576cdc
AI6,500,59568.0,48ca43576cdc
AI7,500,59886.8,48ca43576cdc
AI0,1000,59894.0,48ca43576cdc
AI1,1000,59894.4,48ca43576cdc
AI2,1000,59558.3,48ca43576cdc
AI3,1000,59579.7,48ca43576cdc
AI4,1000,59562.5,48ca43576cdc
AI5,1000,59575.6,48ca43576cdc
AI6,1000,59587.0,48ca43576cdc
AI7,1000,59886.7,48ca43576cdc
AI0,2000,59892.0,48ca43576cdc
AI1,2000,59894.8,48ca43576cdc
AI2,2000,59565.2,48ca43576cdc
AI3,2000,59573.1,48ca43576cdc
AI4,2000,59560.7,48ca43576cdc
AI5,2000,59560.3,48ca43576cdc
AI6,2000,59569.5,48ca43576cdc
AI7,2000,59888.9,48ca43576cdc
AI0,1,59954.0,48ca43576cdc
AI1,1,59914.0,48ca43576cdc
AI2,1,59954.0,48ca43576cdc
AI3,1,59497.0,48ca43576cdc
AI4,1,59934.0,48ca43576cdc
AI5,1,59775.0,48ca43576cdc
AI6,1,59100.0,48ca43576cdc
AI7,1,59835.0,48ca43576cdc
AI0,10,59920.3,48ca43576cdc
AI1,10,59922.4,48ca43576cdc
AI2,10,59489.2,48ca43576cdc
AI3,10,59600.6,48ca43576cdc
AI4,10,59541.1,48ca43576cdc
AI5,10,59531.0,48ca43576cdc
AI6,10,59527.1,48ca43576cdc
AI7,10,59856.8,48ca43576cdc
AI0,20,59814.0,48ca43576cdc
AI1,20,59928.3,48ca43576cdc
AI2,20,59645.3,48ca43576cdc
AI3,20,59639.3,48ca43576cdc
AI4,20,59578.8,48ca43576cdc
AI5,20,59564.8,48ca43576cdc
AI6,20,59625.5,48ca43576cdc
AI7,20,59785.3,48ca43576cdc
AI0,50,59879.4,48ca43576cdc
AI1,50,59888.6,48ca43576cdc
AI2,50,59548.9,48ca43576cdc
AI3,50,59612.0,48ca43576cdc
AI4,50,59519.5,48ca43576cdc
AI5,50,59549.3,48ca43576cdc
AI6,50,59547.4,48ca43576cdc
AI7,50,59911.6,48ca43576cdc
AI0,100,59880.7,48ca43576cdc
AI1,100,59894.9,48ca43576cdc
AI2,100,59590.8,48ca43576cdc
AI3,100,59568.3,48ca43576cdc
AI4,100,59498.1,48ca43576cdc
AI5,100,59565.2,48ca43576cdc
AI6,100,59606.2,48ca43576cdc
AI7,100,59890.4,48ca43576cdc
AI0,200,59896.3,48ca43576cdc
AI1,200,59881.6,48ca43576cdc
AI2,200,59573.8,48ca43576cdc
AI3,200,59584.4,48ca43576cdc
AI4,200,59550.5,48ca43576cdc
AI5,200,59565.5,48ca43576cdc
AI6,200,59570.3,48ca43576cdc
AI7,200,59890.5,48ca43576cdc
AI0,500,59885.4,48ca43576cdc
AI1,500,59899.6,48ca43576cdc
AI2,500,59564.6,48ca43576cdc
AI3,500,59564.6,48ca43576cdc
AI4,500,59594.9,48ca43576cdc
AI5,500,59570.2,48ca43576cdc
AI6,500,59560.6,48ca43576cdc
AI7,500,59881.9,48ca43576cdc
AI0,1000,59893.8,48ca43576cdc
AI1,1000,59895.1,48ca43576cdc
AI2,1000,59561.5,48ca43576cdc
AI3,1000,59580.3,48ca43576cdc
AI4,1000,59575.0,48ca43576cdc
AI5,1000,59580.3,48ca43576cdc
AI6,1000,59562.6,48ca43576cdc
AI7,1000,59881.5,48ca43576cdc
AI0,2000,59881.8,48ca43576cdc
AI1,2000,59883.8,48ca43576cdc
AI2,2000,59571.1,48ca43576cdc
AI3,2000,59572.9,48ca43576cdc
AI4,2000,59565.8,48ca43576cdc
AI5,2000,59584.0,48ca43576cdc
AI6,2000,59592.8,48ca43576cdc
AI7,2000,59885.2,48ca43576cdc
AI0,1,59835.0,48ca43576cdc
AI1,1,59934.0,48ca43576cdc
AI2,1,59815.0,48ca43576cdc
AI3,1,59577.0,48ca43576cdc
AI4,1,59199.0,48ca43576cdc
AI5,1,59656.0,48ca43576cdc
AI6,1,59497.0,48ca43576cdc
AI7,1,59954.0,48ca43576cdc
AI0,10,59950.1,48ca43576cdc
AI1,10,59906.5,48ca43576cdc
AI2,10,59590.7,48ca43576cdc
AI3,10,59628.3,48ca43576cdc
AI4,10,59451.6,48ca43576cdc
AI5,10,59626.5,48ca43576cdc
AI6,10,59421.7,48ca43576cdc
AI7,10,59840.9,48ca43576cdc
AI0,20,59893.5,48ca43576cdc
AI1,20,59864.8,48ca43576cdc
AI2,20,59623.3,48ca43576cdc
AI3,20,59660.2,48ca43576cdc
AI4,20,59590.5,48ca43576cdc
AI5,20,59606.6,48ca43576cdc
AI6,20,59548.9,48ca43576cdc
AI7,20,59867.8,48ca43576cdc
AI0,50,59896.9,48ca43576cdc
AI1,50,59913.6,48ca43576cdc
AI2,50,59582.3,48ca43576cdc
AI3,50,59600.2,48ca43576cdc
AI4,50,59549.3,48ca43576cdc
AI5,50,59603.3,48ca43576cdc
AI6,50,59597.4,48ca43576cdc
AI7,50,59929.1,48ca43576cdc
AI0,100,59904.6,48ca43576cdc
AI1,100,59908.5,48ca43576cdc
AI2,100,59563.6,48ca43576cdc
AI3,100,59584.5,48ca43576cdc
AI4,100,59514.6,48ca43576cdc
AI5,100,59547.5,48ca43576cdc
