QTPy channel,Samples averaged,ADC code,QTPy identifier
AI7,200,2944.21,48ca43576cdc
AI0,500,2937.77,48ca43576cdc
AI1,500,2937.78,48ca43576cdc
AI2,500,2545.58,48ca43576cdc
AI3,500,2567.17,48ca43576cdc
AI4,500,2571.95,48ca43576cdc
AI5,500,2565.25,48ca43576cdc
AI6,500,2581.86,48ca43576cdc
AI7,500,2938.24,48ca43576cdc
AI0,1000,2937.51,48ca43576cdc
AI1,1000,2935.12,48ca43576cdc
AI2,1000,2558.85,48ca43576cdc
AI3,1000,2569.95,48ca43576cdc
AI4,1000,2569.64,48ca43576cdc
AI5,1000,2574.63,48ca43576cdc
AI6,1000,2578.35,48ca43576cdc
AI7,1000,2932.78,48ca43576cdc
AI0,2000,2946.15,48ca43576cdc
AI1,2000,2941.8,48ca43576cdc
AI2,2000,2565.15,48ca43576cdc
AI3,2000,2562.27,48ca43576cdc
AI4,2000,2574.81,48ca43576cdc
AI5,2000,2575.26,48ca43576cdc
AI6,2000,2579.27,48ca43576cdc
AI7,2000,2938.73,48ca43576cdc
AI0,1,2720.0,48ca43576cdc
AI1,1,2939.0,48ca43576cdc
AI2,1,2661.0,48ca43576cdc
AI3,1,2720.0,48ca43576cdc
AI4,1,2641.0,48ca43576cdc
AI5,1,2959.0,48ca43576cdc
AI6,1,2661.0,48ca43576cdc
AI7,1,2959.0,48ca43576cdc
AI0,10,2996.4,48ca43576cdc
AI1,10,2934.8,48ca43576cdc
AI2,10,2545.5,48ca43576cdc
AI3,10,2636.7,48ca43576cdc
AI4,10,2440.1,48ca43576cdc
AI5,10,2533.6,48ca43576cdc
AI6,10,2634.9,48ca43576cdc
AI7,10,2901.0,48ca43576cdc
AI0,20,2963.55,48ca43576cdc
AI1,20,2941.7,48ca43576cdc
AI2,20,2576.2,48ca43576cdc
AI3,20,2601.05,48ca43576cdc
AI4,20,2543.4,48ca43576cdc
AI5,20,2573.2,48ca43576cdc
AI6,20,2560.35,48ca43576cdc
AI7,20,2998.2,48ca43576cdc
AI0,50,2933.92,48ca43576cdc
AI1,50,2943.12,48ca43576cdc
AI2,50,2535.94,48ca43576cdc
AI3,50,2564.84,48ca43576cdc
AI4,50,2561.7,48ca43576cdc
AI5,50,2564.44,48ca43576cdc
AI6,50,2585.56,48ca43576cdc
AI7,50,2949.5,48ca43576cdc
AI0,100,2935.13,48ca43576cdc
AI1,100,2910.57,48ca43576cdc
AI2,100,2571.39,48ca43576cdc
AI3,100,2542.24,48ca43576cdc
AI4,100,2538.46,48ca43576cdc
AI5,100,2567.24,48ca43576cdc
AI6,100,2579.73,48ca43576cdc
AI7,100,2946.13,48ca43576cdc
AI0,200,2927.92,48ca43576cdc
AI1,200,2945.78,48ca43576cdc
AI2,200,2564.57,48ca43576cdc
AI3,200,2570.74,48ca43576cdc
AI4,200,2563.73,48ca43576cdc
AI5,200,2577.27,48ca43576cdc
AI6,200,2574.91,48ca43576cdc
AI7,200,2935.46,48ca43576cdc
AI0,500,2943.29,48ca43576cdc
AI1,500,2943.99,48ca43576cdc
AI2,500,2552.67,48ca43576cdc
AI3,500,2567.98,48ca43576cdc
AI4,500,2565.86,48ca43576cdc
AI5,500,2579.27,48ca43576cdc
AI6,500,2575.44,48ca43576cdc
AI7,500,2939.17,48ca43576cdc
AI0,1000,2937.83,48ca43576cdc
AI1,1000,2936.71,48ca43576cdc
AI2,1000,2569.23,48ca43576cdc
AI3,1000,2569.71,48ca43576cdc
AI4,1000,2574.53,48ca43576cdc
AI5,1000,2574.48,48ca43576cdc
AI6,1000,2582.94,48ca43576cdc
AI7,1000,2936.37,48ca43576cdc
AI0,2000,2936.08,48ca43576cdc
AI1,2000,2941.27,48ca43576cdc
AI2,2000,2560.69,48ca43576cdc
AI3,2000,2567.53,48ca43576cdc
AI4,2000,2577.11,48ca43576cdc
AI5,2000,2577.48,48ca43576cdc
AI6,2000,2572.37,48ca43576cdc
AI7,2000,2941.93,48ca43576cdc
AI0,1,2641.0,48ca43576cdc
AI1,1,2959.0,48ca43576cdc
AI2,1,2998.0,48ca43576cdc
AI3,1,2641.0,48ca43576cdc
AI4,1,2482.0,48ca43576cdc
AI5,1,2641.0,48ca43576cdc
AI6,1,2581.0,48ca43576cdc
AI7,1,2919.0,48ca43576cdc
AI0,10,2922.9,48ca43576cdc
AI1,10,2889.0,48ca43576cdc
AI2,10,2632.7,48ca43576cdc
AI3,10,2567.1,48ca43576cdc
AI4,10,2533.6,48ca43576cdc
AI5,10,2674.4,48ca43576cdc
AI6,10,2597.0,48ca43576cdc
AI7,10,2889.2,48ca43576cdc
AI0,20,2945.85,48ca43576cdc
AI1,20,2947.7,48ca43576cdc
AI2,20,2614.05,48ca43576cdc
AI3,20,2569.2,48ca43576cdc
AI4,20,2558.35,48ca43576cdc
AI5,20,2572.2,48ca43576cdc
AI6,20,2537.55,48ca43576cdc
AI7,20,2953.6,48ca43576cdc
AI0,50,2930.34,48ca43576cdc
AI1,50,2925.24,48ca43576cdc
AI2,50,2545.82,48ca43576cdc
AI3,50,2561.66,48ca43576cdc
AI4,50,2569.26,48ca43576cdc
AI5,50,2591.14,48ca43576cdc
AI6,50,2541.44,48ca43576cdc
AI7,50,2947.46,48ca43576cdc
AI0,100,2946.44,48ca43576cdc
AI1,100,2937.16,48ca43576cdc
AI2,100,2560.12,48ca43576cdc
AI3,100,2565.88,48ca43576cdc
